,m,T,a,p,wf,sys,ims
1811,0.31660664081573486,215.75848877261106,0.17399999499320984,44.81205351786914,0.0,"('Gen-O', 'run_45')","{'collision_time': array([0.00271064, 0.00365832, 0.97685293]), 'mass_i': array([0.31660664, 0.60447994, 0.90626433]), 'mass_j': array([0.2878733 , 0.3017844 , 1.09485325]), 'particle_i': array([24, 24, 24], dtype=int64), 'particle_j': array([22, 23, 18], dtype=int64)}"
1816,0.3324158787727356,210.90532201661233,0.18209999799728394,47.97731106039967,0.0,"('Gen-O', 'run_46')","{'collision_time': array([0.0069853 , 0.01171002]), 'mass_i': array([0.33241588, 0.64902252]), 'mass_j': array([0.31660664, 0.2878733 ]), 'particle_i': array([25, 25], dtype=int64), 'particle_j': array([24, 22], dtype=int64)}"
1820,0.2625144124031067,246.22904798783603,0.13359999656677246,30.149538082783057,0.0,"('Gen-O', 'run_47')","{'collision_time': array([0.00160119, 0.00766947]), 'mass_i': array([0.26251441, 0.50255506]), 'mass_j': array([0.24004065, 0.44067627]), 'particle_i': array([20, 20], dtype=int64), 'particle_j': array([18, 17], dtype=int64)}"
1826,0.31660664081573486,215.94472223093618,0.1737000048160553,44.696214032426944,0.0,"('Gen-O', 'run_48')","{'collision_time': array([0.00347349, 0.00611023, 0.09437888, 1.0301149 ]), 'mass_i': array([0.31660664, 0.60447994, 0.90626433, 1.91338222]), 'mass_j': array([0.2878733 , 0.3017844 , 1.00711788, 0.38036664]), 'particle_i': array([24, 24, 24, 24], dtype=int64), 'particle_j': array([22, 23, 21, 13], dtype=int64)}"
1831,0.3324158787727356,210.15650519917745,0.1834000051021576,48.49199005382211,0.0,"('Gen-O', 'run_49')","{'collision_time': array([0.00380143, 0.01594083, 0.04633668, 0.43182836]), 'mass_i': array([0.33241588, 0.62028918, 0.92207357, 2.00575745]), 'mass_j': array([0.2878733 , 0.3017844 , 1.08368388, 0.9219639 ]), 'particle_i': array([25, 25, 25, 25], dtype=int64), 'particle_j': array([22, 23, 24, 19], dtype=int64)}"
1837,0.1474798023700714,359.7123402763383,0.06260000169277191,9.670134390405348,0.0,"('Gen-O', 'run_50')","{'collision_time': array([0.00069347, 0.01873689]), 'mass_i': array([0.1474798, 0.2844398]), 'mass_j': array([0.13696   , 0.40158342]), 'particle_i': array([6, 6], dtype=int64), 'particle_j': array([4, 5], dtype=int64)}"
1860,0.06386123597621918,238.41582576757006,0.14249999821186066,33.211866277202994,0.0,"('Gen-O-p1', 'run_06')","{'collision_time': array([0.00273956, 0.00677522, 0.06084822]), 'mass_i': array([0.06386124, 0.12423415, 0.18136844]), 'mass_j': array([0.06037291, 0.0571343 , 0.14629707]), 'particle_i': array([38, 38, 38], dtype=int64), 'particle_j': array([37, 36, 34], dtype=int64)}"
1898,0.1197250559926033,193.69400732321515,0.2159000039100647,61.93697171675794,0.0,"('Gen-O-p1', 'run_19')","{'collision_time': array([0.00450665, 0.00458979, 0.01065994, 0.1655225 , 0.43298718]), 'mass_i': array([0.11972506, 0.22415547, 0.33588311, 0.43363214, 0.68736203]), 'mass_j': array([0.10443041, 0.11172764, 0.09774902, 0.25372989, 0.63844533]), 'particle_i': array([48, 48, 48, 48, 48], dtype=int64), 'particle_j': array([46, 47, 45, 44, 40], dtype=int64)}"
1921,0.1605810672044754,175.76247824772602,0.2621999979019165,82.89341237796351,0.0,"('Gen-O-p1', 'run_27')","{'collision_time': array([0.02984337, 0.06711904, 0.06815254, 0.19031735]), 'mass_i': array([0.16058107, 0.26501148, 0.49646418, 0.64526846]), 'mass_j': array([0.10443041, 0.2314527 , 0.14880428, 0.13815792]), 'particle_i': array([52, 52, 52, 52], dtype=int64), 'particle_j': array([46, 48, 51, 50], dtype=int64)}"
1940,0.1044304147362709,202.15788338765122,0.19820000231266022,54.47866731653779,0.0,"('Gen-O-p1', 'run_33')","{'collision_time': array([0.00434622, 0.08030368, 0.25920263, 0.4283987 ]), 'mass_i': array([0.10443041, 0.19606327, 0.2820777 , 0.78166914]), 'mass_j': array([0.09163286, 0.08601443, 0.49959144, 0.41779253]), 'particle_i': array([46, 46, 46, 46], dtype=int64), 'particle_j': array([44, 43, 41, 32], dtype=int64)}"
1956,0.1881333440542221,165.985000619049,0.2939999997615814,98.421955001338,0.0,"('Gen-O-p1', 'run_38')","{'collision_time': array([0.05512216, 0.08005391, 0.08092975]), 'mass_i': array([0.18813334, 0.33693762, 0.60359414]), 'mass_j': array([0.14880428, 0.26665652, 0.16058107]), 'particle_i': array([54, 54, 54], dtype=int64), 'particle_j': array([51, 50, 52], dtype=int64)}"
1977,0.01925201155245304,354.37466326431394,0.06449999660253525,10.113710777570203,0.0,"('Gen-O-p1', 'run_44')","{'collision_time': array([0.00170293, 0.00542446, 0.07397542]), 'mass_i': array([0.01925201, 0.03779033, 0.05500334]), 'mass_j': array([0.01853832, 0.01721301, 0.07216235]), 'particle_i': array([12, 12, 12], dtype=int64), 'particle_j': array([11,  9,  6], dtype=int64)}"
1985,0.0977490246295929,206.36557504689185,0.19020000100135803,51.21377210881812,0.0,"('Gen-O-p1', 'run_46')","{'collision_time': array([0.00414685]), 'mass_i': array([0.09774902]), 'mass_j': array([0.09163286]), 'particle_i': array([45], dtype=int64), 'particle_j': array([44], dtype=int64)}"
2000,1.1835840940475464,275.1380272358528,0.10700000077486038,21.609596790290812,0.0,"('Gen-O-p2', 'run_13')","{'collision_time': array([0.00276315, 0.00410062]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 2.36716819]), 'particle_i': array([9, 9], dtype=int64), 'particle_j': array([8, 7], dtype=int64)}"
2006,1.1835840940475464,371.78656985741594,0.05860000103712082,8.758251816736985,0.0,"('Gen-O-p2', 'run_14')","{'collision_time': array([0.00182839]), 'mass_i': array([1.18358409]), 'mass_j': array([1.18358409]), 'particle_i': array([3], dtype=int64), 'particle_j': array([2], dtype=int64)}"
2012,1.1835840940475464,322.0453133259326,0.07810000330209732,13.475583226862906,0.0,"('Gen-O-p2', 'run_15')","{'collision_time': array([0.00093435, 0.23336841]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 3.55075228]), 'particle_i': array([6, 6], dtype=int64), 'particle_j': array([5, 4], dtype=int64)}"
2013,1.1835840940475464,186.41093098247816,0.23309999704360962,69.48393323354104,0.0,"('Gen-O-p2', 'run_15')","{'collision_time': array([0.00253784, 0.26492337, 0.29707924]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638]), 'mass_j': array([1.18358409, 2.36716819, 1.18358409]), 'particle_i': array([17, 17, 17], dtype=int64), 'particle_j': array([15, 27, 30], dtype=int64)}"
2016,1.1835840940475464,277.21849204181626,0.10540000349283218,21.126712883113605,0.0,"('Gen-O-p2', 'run_16')","{'collision_time': array([2.67521750e-03, 4.69875550e-03, 4.06216635e+00]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638]), 'mass_j': array([1.18358409, 2.36716819, 3.55075228]), 'particle_i': array([9, 9, 9], dtype=int64), 'particle_j': array([8, 7, 5], dtype=int64)}"
2017,1.1835840940475464,168.17289871115324,0.2863999903202057,94.63035966316723,0.0,"('Gen-O-p2', 'run_16')","{'collision_time': array([0.01289425, 0.0146243 , 0.25554197]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638]), 'mass_j': array([1.18358409, 2.36716819, 3.55075228]), 'particle_i': array([19, 19, 19], dtype=int64), 'particle_j': array([15, 16, 18], dtype=int64)}"
2021,1.1835840940475464,194.41573752903616,0.2143000066280365,61.24974275047749,0.0,"('Gen-O-p2', 'run_17')","{'collision_time': array([0.00807607, 0.0111032 ]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 1.18358409]), 'particle_i': array([16, 16], dtype=int64), 'particle_j': array([14, 15], dtype=int64)}"
2022,1.1835840940475464,185.22282896429962,0.2361000031232834,70.8296313680653,0.0,"('Gen-O-p2', 'run_17')","{'collision_time': array([0.00778152, 0.00870373, 0.12608442]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638]), 'mass_j': array([1.18358409, 2.36716819, 3.55075228]), 'particle_i': array([17, 17, 17], dtype=int64), 'particle_j': array([11, 12, 10], dtype=int64)}"
2027,1.1835840940475464,306.00918663355174,0.08649999648332596,15.707068111580698,0.0,"('Gen-O-p2', 'run_18')","{'collision_time': array([0.0016807 , 0.00398123, 0.50575129]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638]), 'mass_j': array([1.18358409, 2.36716819, 2.36716819]), 'particle_i': array([7, 7, 7], dtype=int64), 'particle_j': array([6, 5, 3], dtype=int64)}"
2028,1.1835840940475464,238.49952591644396,0.14239999651908875,33.17691195996847,0.0,"('Gen-O-p2', 'run_18')","{'collision_time': array([0.00459715, 0.02056597, 0.07003676, 0.11832153]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638, 5.91792047]), 'mass_j': array([1.18358409, 2.36716819, 1.18358409, 1.18358409]), 'particle_i': array([12, 12, 12, 12], dtype=int64), 'particle_j': array([11, 10, 23, 27], dtype=int64)}"
2029,1.1835840940475464,185.77444387182493,0.23469999432563782,70.20056555449774,0.0,"('Gen-O-p2', 'run_18')","{'collision_time': array([6.80834750e-03, 2.12113641e-01, 5.57650788e-01, 9.58568667e+00]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638, 5.91792047]), 'mass_j': array([1.18358409, 2.36716819, 1.18358409, 1.18358409]), 'particle_i': array([17, 17, 17, 17], dtype=int64), 'particle_j': array([16, 30, 31, 36], dtype=int64)}"
2032,1.1835840940475464,308.87920182746166,0.08489999920129776,15.273287312080566,0.0,"('Gen-O-p2', 'run_19')","{'collision_time': array([0.00058896, 0.00343661, 0.06417132]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228]), 'mass_j': array([1.18358409, 1.18358409, 3.55075228]), 'particle_i': array([7, 7, 7], dtype=int64), 'particle_j': array([6, 4, 5], dtype=int64)}"
2033,1.1835840940475464,176.67448374110296,0.25949999690055847,81.61632353657343,0.0,"('Gen-O-p2', 'run_19')","{'collision_time': array([0.00472547, 0.01639741, 0.13424862, 3.81794527]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228, 5.91792047]), 'mass_j': array([1.18358409, 1.18358409, 2.36716819, 3.55075228]), 'particle_i': array([18, 18, 18, 18], dtype=int64), 'particle_j': array([14, 16, 10, 17], dtype=int64)}"
2038,1.1835840940475464,336.11116084238057,0.07169999927282333,11.853585024105154,0.0,"('Gen-O-p2', 'run_20')","{'collision_time': array([0.00028156, 0.00034548, 0.00896049]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228]), 'mass_j': array([1.18358409, 1.18358409, 1.18358409]), 'particle_i': array([5, 5, 5], dtype=int64), 'particle_j': array([4, 3, 2], dtype=int64)}"
2039,1.1835840940475464,265.0500291530362,0.1152999997138977,24.172131689475197,0.0,"('Gen-O-p2', 'run_20')","{'collision_time': array([8.84966000e-04, 9.82754455e+00]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 2.36716819]), 'particle_i': array([10, 10], dtype=int64), 'particle_j': array([ 9, 43], dtype=int64)}"
2040,1.1835840940475464,167.82167853890004,0.28760001063346863,95.22573620414695,0.0,"('Gen-O-p2', 'run_20')","{'collision_time': array([0.05220275, 0.09741613, 0.16779754, 0.43940063, 0.59950543]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228, 5.91792047, 7.10150456]), 'mass_j': array([1.18358409, 1.18358409, 2.36716819, 1.18358409, 1.18358409]), 'particle_i': array([19, 19, 19, 19, 19], dtype=int64), 'particle_j': array([23, 22, 25, 32, 24], dtype=int64)}"
2043,1.1835840940475464,275.52454465187265,0.10670000314712524,21.518779758533213,0.0,"('Gen-O-p2', 'run_21')","{'collision_time': array([2.4128780e-03, 5.6000475e-03, 5.1338375e+00]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638]), 'mass_j': array([1.18358409, 2.36716819, 3.55075228]), 'particle_i': array([9, 9, 9], dtype=int64), 'particle_j': array([8, 7, 4], dtype=int64)}"
2044,1.1835840940475464,215.2641968754131,0.17479999363422394,45.12145660212687,0.0,"('Gen-O-p2', 'run_21')","{'collision_time': array([0.00310035, 0.00542424, 0.00576806, 0.15975512]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228, 4.73433638]), 'mass_j': array([1.18358409, 1.18358409, 1.18358409, 3.55075228]), 'particle_i': array([14, 14, 14, 14], dtype=int64), 'particle_j': array([13, 12, 10, 22], dtype=int64)}"
2045,1.1835840940475464,205.2356776719578,0.1923000067472458,52.06428894545615,0.0,"('Gen-O-p2', 'run_21')","{'collision_time': array([0.69961013]), 'mass_i': array([1.18358409]), 'mass_j': array([1.18358409]), 'particle_i': array([15], dtype=int64), 'particle_j': array([24], dtype=int64)}"
2051,1.1835840940475464,262.11121808490157,0.11789999902248383,24.994341223570363,0.0,"('Gen-O-p2', 'run_22')","{'collision_time': array([7.87266000e-04, 1.92305950e-03, 5.42731500e-03, 8.34542650e-03,
       8.54016577e-01]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228, 4.73433638, 7.10150456]), 'mass_j': array([1.18358409, 1.18358409, 1.18358409, 2.36716819, 2.36716819]), 'particle_i': array([10, 10, 10, 10, 10], dtype=int64), 'particle_j': array([ 9, 11,  8,  7,  3], dtype=int64)}"
2057,1.1835840940475464,334.0213294663071,0.07259999960660934,12.077468676840839,0.0,"('Gen-O-p2', 'run_23')","{'collision_time': array([0.00129662]), 'mass_i': array([1.18358409]), 'mass_j': array([1.18358409]), 'particle_i': array([5], dtype=int64), 'particle_j': array([4], dtype=int64)}"
2058,1.1835840940475464,215.5727271001555,0.17430000007152557,44.9279986662004,0.0,"('Gen-O-p2', 'run_23')","{'collision_time': array([0.00188798, 0.0031713 , 0.00342241, 0.01696647]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228, 4.73433638]), 'mass_j': array([1.18358409, 1.18358409, 1.18358409, 2.36716819]), 'particle_i': array([14, 14, 14, 14], dtype=int64), 'particle_j': array([13,  9, 12, 10], dtype=int64)}"
2059,1.1835840940475464,167.03942364157678,0.29030001163482666,96.56985340649865,0.0,"('Gen-O-p2', 'run_23')","{'collision_time': array([3.20912500e-03, 7.49382455e-02, 1.05751339e-01, 3.15147607e-01,
       8.63993357e-01, 6.72022983e+00]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228, 4.73433638, 5.91792047,
       7.10150456]), 'mass_j': array([1.18358409, 1.18358409, 1.18358409, 1.18358409, 1.18358409,
       1.18358409]), 'particle_i': array([19, 19, 19, 19, 19, 19], dtype=int64), 'particle_j': array([18, 22, 17, 24, 25, 31], dtype=int64)}"
2064,1.1835840940475464,335.4102038443041,0.07199999690055847,11.928057085174492,0.0,"('Gen-O-p2', 'run_24')","{'collision_time': array([0.00141265, 0.00144218, 0.04707796]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228]), 'mass_j': array([1.18358409, 1.18358409, 1.18358409]), 'particle_i': array([5, 5, 5], dtype=int64), 'particle_j': array([3, 4, 2], dtype=int64)}"
2065,1.1835840940475464,237.91548114599223,0.14309999346733093,33.42184441751479,0.0,"('Gen-O-p2', 'run_24')","{'collision_time': array([0.00075106, 0.00594634, 0.38666722]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228]), 'mass_j': array([1.18358409, 1.18358409, 3.55075228]), 'particle_i': array([12, 12, 12], dtype=int64), 'particle_j': array([11, 10,  8], dtype=int64)}"
2066,1.1835840940475464,195.32935218629765,0.21230000257492065,60.39430549235269,0.0,"('Gen-O-p2', 'run_24')","{'collision_time': array([0.04402706, 0.13187508, 0.97102755, 1.02442134, 9.05521111]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638, 7.10150456, 8.28508866]), 'mass_j': array([1.18358409, 2.36716819, 2.36716819, 1.18358409, 1.18358409]), 'particle_i': array([16, 16, 16, 16, 16], dtype=int64), 'particle_j': array([22, 25, 24, 27, 31], dtype=int64)}"
2070,1.1835840940475464,276.9558554538557,0.10559999942779541,21.18687313367334,0.0,"('Gen-O-p2', 'run_25')","{'collision_time': array([0.00447678, 0.0048786 , 0.66954108]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638]), 'mass_j': array([1.18358409, 2.36716819, 2.36716819]), 'particle_i': array([9, 9, 9], dtype=int64), 'particle_j': array([7, 5, 3], dtype=int64)}"
2071,1.1835840940475464,235.86408341530623,0.14560000598430634,34.301497585607514,0.0,"('Gen-O-p2', 'run_25')","{'collision_time': array([0.00437037, 0.01618061, 0.12927602, 0.52271529]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638, 7.10150456]), 'mass_j': array([1.18358409, 2.36716819, 2.36716819, 1.18358409]), 'particle_i': array([12, 12, 12, 12], dtype=int64), 'particle_j': array([13, 10,  8, 28], dtype=int64)}"
2076,1.1835840940475464,237.41826115273025,0.1437000036239624,33.6322684541404,0.0,"('Gen-O-p2', 'run_26')","{'collision_time': array([0.00152152, 0.01875499, 0.04701881, 0.33309835]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638, 8.28508866]), 'mass_j': array([1.18358409, 2.36716819, 3.55075228, 2.36716819]), 'particle_i': array([12, 12, 12, 12], dtype=int64), 'particle_j': array([11,  9,  7, 24], dtype=int64)}"
2077,1.1835840940475464,168.29045427334054,0.28600001335144043,94.43219233982595,0.0,"('Gen-O-p2', 'run_26')","{'collision_time': array([0.00114185, 0.04633981]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 1.18358409]), 'particle_i': array([19, 19], dtype=int64), 'particle_j': array([18, 15], dtype=int64)}"
2083,1.1835840940475464,337.2892641705885,0.07119999825954437,11.729809712861389,0.0,"('Gen-O-p2', 'run_27')","{'collision_time': array([0.0008253 , 0.01741697]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 2.36716819]), 'particle_i': array([5, 5], dtype=int64), 'particle_j': array([4, 3], dtype=int64)}"
2084,1.1835840940475464,205.5030206945224,0.19179999828338623,51.86135872126606,0.0,"('Gen-O-p2', 'run_27')","{'collision_time': array([0.00353586, 0.00555082, 0.26995228]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228]), 'mass_j': array([1.18358409, 1.18358409, 3.55075228]), 'particle_i': array([15, 15, 15], dtype=int64), 'particle_j': array([14, 11, 12], dtype=int64)}"
2089,1.1835840940475464,319.59936835644226,0.07930000126361847,13.78734946331183,0.0,"('Gen-O-p2', 'run_28')","{'collision_time': array([0.00116284, 0.48975863]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 3.55075228]), 'particle_i': array([6, 6], dtype=int64), 'particle_j': array([5, 4], dtype=int64)}"
2090,1.1835840940475464,195.79101614168522,0.21130000054836273,59.96809316163115,0.0,"('Gen-O-p2', 'run_28')","{'collision_time': array([0.00258752, 0.00822044, 0.15344812]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228]), 'mass_j': array([1.18358409, 1.18358409, 2.36716819]), 'particle_i': array([16, 16, 16], dtype=int64), 'particle_j': array([14, 13, 10], dtype=int64)}"
2091,1.1835840940475464,185.41927187336427,0.23559999465942383,70.60474790207195,0.0,"('Gen-O-p2', 'run_28')","{'collision_time': array([0.10151823, 2.81374219]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 1.18358409]), 'particle_i': array([17, 17], dtype=int64), 'particle_j': array([25, 35], dtype=int64)}"
2095,1.1835840940475464,277.61386640800475,0.10509999841451645,21.036576137237997,0.0,"('Gen-O-p2', 'run_29')","{'collision_time': array([0.00068855, 0.00085215, 0.008316  , 0.09417795]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228, 4.73433638]), 'mass_j': array([1.18358409, 1.18358409, 1.18358409, 3.55075228]), 'particle_i': array([9, 9, 9, 9], dtype=int64), 'particle_j': array([8, 6, 7, 4], dtype=int64)}"
2096,1.1835840940475464,204.4926478398485,0.19370000064373016,52.63388479261906,0.0,"('Gen-O-p2', 'run_29')","{'collision_time': array([0.00272126, 1.37610024]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 3.55075228]), 'particle_i': array([15, 15], dtype=int64), 'particle_j': array([10, 12], dtype=int64)}"
2100,1.1835840940475464,206.09486402609608,0.1906999945640564,51.415849217356765,0.0,"('Gen-O-p2', 'run_30')","{'collision_time': array([0.00102984, 0.00776066, 0.55058695]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228]), 'mass_j': array([1.18358409, 1.18358409, 3.55075228]), 'particle_i': array([15, 15, 15], dtype=int64), 'particle_j': array([14, 11, 12], dtype=int64)}"
2106,1.1835840940475464,339.683101331374,0.07020000368356705,11.48356398731242,0.0,"('Gen-O-p2', 'run_31')","{'collision_time': array([1.50822150e-03, 4.76039163e+00]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 1.18358409]), 'particle_i': array([5, 5], dtype=int64), 'particle_j': array([11, 34], dtype=int64)}"
2107,1.1835840940475464,320.4084805835737,0.07890000194311142,13.68316339833591,0.0,"('Gen-O-p2', 'run_31')","{'collision_time': array([0.00113017, 0.00153764, 0.01510812]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228]), 'mass_j': array([1.18358409, 1.18358409, 1.18358409]), 'particle_i': array([6, 6, 6], dtype=int64), 'particle_j': array([3, 4, 2], dtype=int64)}"
2112,1.1835840940475464,277.87838120834937,0.10490000247955322,20.976558616133982,0.0,"('Gen-O-p2', 'run_32')","{'collision_time': array([0.0044686 , 0.00458369, 0.01513738]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638]), 'mass_j': array([1.18358409, 2.36716819, 2.36716819]), 'particle_i': array([9, 9, 9], dtype=int64), 'particle_j': array([8, 7, 5], dtype=int64)}"
2113,1.1835840940475464,237.41826115273025,0.1437000036239624,33.6322684541404,0.0,"('Gen-O-p2', 'run_32')","{'collision_time': array([0.0015299 , 0.00180216]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 1.18358409]), 'particle_i': array([12, 12], dtype=int64), 'particle_j': array([11, 10], dtype=int64)}"
2117,1.1835840940475464,337.2892641705885,0.07119999825954437,11.729809712861389,0.0,"('Gen-O-p2', 'run_33')","{'collision_time': array([0.00140828, 0.00250899]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 1.18358409]), 'particle_i': array([5, 5], dtype=int64), 'particle_j': array([4, 3], dtype=int64)}"
2118,1.1835840940475464,176.09860441112272,0.2612000107765198,82.41965230295436,0.0,"('Gen-O-p2', 'run_33')","{'collision_time': array([0.03563703, 0.06651504, 0.68942301, 4.84207992]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228, 4.73433638]), 'mass_j': array([1.18358409, 1.18358409, 1.18358409, 1.18358409]), 'particle_i': array([18, 18, 18, 18], dtype=int64), 'particle_j': array([15, 28, 30, 34], dtype=int64)}"
2120,1.1835840940475464,305.12858101934967,0.08699999749660492,15.843453460689876,0.0,"('Gen-O-p2', 'run_34')","{'collision_time': array([0.00308302, 0.00346351, 0.59328012]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228]), 'mass_j': array([1.18358409, 1.18358409, 3.55075228]), 'particle_i': array([7, 7, 7], dtype=int64), 'particle_j': array([6, 5, 4], dtype=int64)}"
2121,1.1835840940475464,237.74939420418298,0.14329999685287476,33.491936843447064,0.0,"('Gen-O-p2', 'run_34')","{'collision_time': array([0.00349885, 0.00384243]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 1.18358409]), 'particle_i': array([12, 12], dtype=int64), 'particle_j': array([11, 10], dtype=int64)}"
2124,1.1835840940475464,277.74603426758665,0.10499999672174454,21.00655911395138,0.0,"('Gen-O-p2', 'run_35')","{'collision_time': array([3.00884150e-03, 1.16358965e-02, 4.98721190e+00, 6.58276900e+00]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638, 8.28508866]), 'mass_j': array([1.18358409, 2.36716819, 3.55075228, 1.18358409]), 'particle_i': array([9, 9, 9, 9], dtype=int64), 'particle_j': array([ 8,  7,  4, 36], dtype=int64)}"
2125,1.1835840940475464,263.5683364099265,0.11659999936819077,24.58209056677511,0.0,"('Gen-O-p2', 'run_35')","{'collision_time': array([0.00440844, 1.00753957]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 2.36716819]), 'particle_i': array([10, 10], dtype=int64), 'particle_j': array([11, 24], dtype=int64)}"
2129,1.1835840940475464,354.92535118385103,0.06430000066757202,10.066707698858295,0.0,"('Gen-O-p2', 'run_36')","{'collision_time': array([0.00342897, 0.00610081]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 1.18358409]), 'particle_i': array([4, 4], dtype=int64), 'particle_j': array([3, 2], dtype=int64)}"
2130,1.1835840940475464,288.6751363827185,0.09719999879598618,18.70985327010366,0.0,"('Gen-O-p2', 'run_36')","{'collision_time': array([0.00338315, 0.0037531 ]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 1.18358409]), 'particle_i': array([8, 8], dtype=int64), 'particle_j': array([7, 6], dtype=int64)}"
2131,1.1835840940475464,175.32837011325228,0.26350000500679016,83.51066345785098,0.0,"('Gen-O-p2', 'run_36')","{'collision_time': array([0.01714826, 0.02203532, 0.05428277, 0.2883624 , 0.81311998]), 'mass_i': array([1.18358409, 2.36716819, 4.73433638, 5.91792047, 7.10150456]), 'mass_j': array([1.18358409, 2.36716819, 1.18358409, 1.18358409, 1.18358409]), 'particle_i': array([18, 18, 18, 18, 18], dtype=int64), 'particle_j': array([12, 17, 26, 27, 29], dtype=int64)}"
2135,1.1835840940475464,306.8974475504738,0.0860000029206276,15.571078396655604,0.0,"('Gen-O-p2', 'run_37')","{'collision_time': array([1.28911300e-03, 1.47079071e+00]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 4.73433638]), 'particle_i': array([7, 7], dtype=int64), 'particle_j': array([6, 5], dtype=int64)}"
2136,1.1835840940475464,204.0192235379597,0.19460000097751617,53.00114470222222,0.0,"('Gen-O-p2', 'run_37')","{'collision_time': array([3.49736450e-03, 6.84725700e-03, 1.39509385e-02, 2.87986980e-02,
       1.22311207e-01, 4.51847380e+00]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228, 4.73433638, 7.10150456,
       8.28508866]), 'mass_j': array([1.18358409, 1.18358409, 1.18358409, 2.36716819, 1.18358409,
       1.18358409]), 'particle_i': array([15, 15, 15, 15, 15, 15], dtype=int64), 'particle_j': array([14, 10, 13,  9, 22, 38], dtype=int64)}"
2141,1.1835840940475464,321.8393479868221,0.07819999754428864,13.501471419389429,0.0,"('Gen-O-p2', 'run_38')","{'collision_time': array([7.10947000e-04, 1.05191800e-03, 3.11092950e-03, 9.28241373e+00]), 'mass_i': array([1.18358409, 2.36716819, 3.55075228, 5.91792047]), 'mass_j': array([1.18358409, 1.18358409, 2.36716819, 1.18358409]), 'particle_i': array([6, 6, 6, 6], dtype=int64), 'particle_j': array([ 4,  5,  3, 32], dtype=int64)}"
2142,1.1835840940475464,196.34935920234673,0.210099995136261,59.45796702560924,0.0,"('Gen-O-p2', 'run_38')","{'collision_time': array([0.00191374, 0.46114396]), 'mass_i': array([1.18358409, 2.36716819]), 'mass_j': array([1.18358409, 4.73433638]), 'particle_i': array([16, 16], dtype=int64), 'particle_j': array([15, 12], dtype=int64)}"
